"speaker_id";"gender";"dialect_variant";"codigo_frase";"audio_file";"_uuid";"meta/rootUuid"
"M3";"Femenino";"Mam Occidental";"M_043";"1778772860728.m4a";"38e845f5-50db-43f3-8170-efb1f9d64acd";"uuid:38e845f5-50db-43f3-8170-efb1f9d64acd"
"M3";"Femenino";"Mam Occidental";"M_044";"1778772888246.m4a";"ef4350ee-0b31-45db-ac88-f8bd8b400b7f";"uuid:ef4350ee-0b31-45db-ac88-f8bd8b400b7f"
"M3";"Femenino";"Mam Occidental";"M_045";"1778772911593.m4a";"3d32d218-0f6d-46f6-a043-3eef58767ae0";"uuid:3d32d218-0f6d-46f6-a043-3eef58767ae0"
"M3";"Femenino";"Mam Occidental";"M_046";"1778772945333.m4a";"91a962a3-4a5e-407a-a1e9-2aa362303c01";"uuid:91a962a3-4a5e-407a-a1e9-2aa362303c01"
"M3";"Femenino";"Mam Occidental";"M_047";"1778772977986.m4a";"b5001896-81cd-4d3c-a435-01ee985b949d";"uuid:b5001896-81cd-4d3c-a435-01ee985b949d"
"M3";"Femenino";"Mam Occidental";"M_048";"1778773002703.m4a";"aa2e9cc6-8f8c-45de-808b-a5f585daef24";"uuid:aa2e9cc6-8f8c-45de-808b-a5f585daef24"
"M3";"Femenino";"Mam Occidental";"M_049";"1778773025542.m4a";"b5c65fd1-efc4-4a90-afae-c1832d23fa45";"uuid:b5c65fd1-efc4-4a90-afae-c1832d23fa45"
"M3";"Femenino";"Mam Occidental";"M_050";"1778773050838.m4a";"d21c81a5-2885-4efa-bf57-2d4d7489ba67";"uuid:d21c81a5-2885-4efa-bf57-2d4d7489ba67"
"M4";"Femenino";"Mam Occidental";"M_001";"1778773350832.m4a";"8e3b0b6a-8e7b-4f5b-b196-b338eae00d59";"uuid:8e3b0b6a-8e7b-4f5b-b196-b338eae00d59"
"M4";"Femenino";"Mam Occidental";"M_002";"1778773379496.m4a";"d69243ea-89bf-4aba-afed-8616dd76395b";"uuid:d69243ea-89bf-4aba-afed-8616dd76395b"
"M4";"Femenino";"Mam Occidental";"M_003";"1778773396629.m4a";"a6ae0dce-6bca-41f0-8ffe-3ee5a4239872";"uuid:ed3d1abd-f591-472e-ad70-fc9eb56e592c"
"M4";"Femenino";"Mam Occidental";"M_004";"1778773428454.m4a";"dd751496-9e1d-48d7-81e7-cbcba9b6b69f";"uuid:dd751496-9e1d-48d7-81e7-cbcba9b6b69f"
"M4";"Femenino";"Mam Occidental";"M_005";"1778773446623.m4a";"a4007b0b-8e89-4194-be06-92961422fa8c";"uuid:a4007b0b-8e89-4194-be06-92961422fa8c"
"M4";"Femenino";"Mam Occidental";"M_006";"1778773466715.m4a";"fb35e805-6e00-4abc-afec-a37a4941c9f5";"uuid:fb35e805-6e00-4abc-afec-a37a4941c9f5"
"M4";"Femenino";"Mam Occidental";"M_007";"1778773523559.m4a";"105c5f9c-b948-4104-8e96-71f68437b340";"uuid:105c5f9c-b948-4104-8e96-71f68437b340"
"M4";"Femenino";"Mam Occidental";"M_008";"1778773573580.m4a";"2a52a999-0ad7-4bdb-8734-3f15f12db2b7";"uuid:2a52a999-0ad7-4bdb-8734-3f15f12db2b7"
"M4";"Femenino";"Mam Occidental";"M_009";"1778773613115.m4a";"67d25cc2-afb5-4a90-a570-5c143bb1e642";"uuid:67d25cc2-afb5-4a90-a570-5c143bb1e642"
"M4";"Femenino";"Mam Occidental";"M_010";"1778773664201.m4a";"acb1eafe-d2e4-47ca-ad80-2c950969bb09";"uuid:acb1eafe-d2e4-47ca-ad80-2c950969bb09"
"M4";"Femenino";"Mam Occidental";"M_011";"1778773704892.m4a";"46e89078-88ff-443d-9f8a-b0ae238abedb";"uuid:46e89078-88ff-443d-9f8a-b0ae238abedb"
"M4";"Femenino";"Mam Occidental";"M_012";"1778773732560.m4a";"f5968e91-6e43-454c-899b-4ca90c2fcdfc";"uuid:f5968e91-6e43-454c-899b-4ca90c2fcdfc"
"M4";"Femenino";"Mam Occidental";"M_013";"1778773760744.m4a";"c1a502d6-3929-4945-99a7-7286454bd2e8";"uuid:c1a502d6-3929-4945-99a7-7286454bd2e8"
"M4";"Femenino";"Mam Occidental";"M_014";"1778773792151.m4a";"9c23f596-7181-4b50-b7af-3c0eef89c45b";"uuid:9c23f596-7181-4b50-b7af-3c0eef89c45b"
"M4";"Femenino";"Mam Occidental";"M_015";"1778773833146.m4a";"871cfae6-b110-4bdc-8eaf-760b4382509c";"uuid:871cfae6-b110-4bdc-8eaf-760b4382509c"
"M4";"Femenino";"Mam Occidental";"M_016";"1778773876177.m4a";"f9efd15e-1eaf-41ff-a9c3-6f081554503f";"uuid:f9efd15e-1eaf-41ff-a9c3-6f081554503f"
"M4";"Femenino";"Mam Occidental";"M_017";"1778773906550.m4a";"658304d2-9c9c-4f6b-911a-78bfd026b1a0";"uuid:658304d2-9c9c-4f6b-911a-78bfd026b1a0"
"M4";"Femenino";"Mam Occidental";"M_018";"1778773948022.m4a";"af59b0da-cead-4eba-b494-197a8cf6629e";"uuid:af59b0da-cead-4eba-b494-197a8cf6629e"
"M4";"Femenino";"Mam Occidental";"M_019";"1778773979317.m4a";"9be00a38-d186-430a-9add-3c02881fe3b5";"uuid:9be00a38-d186-430a-9add-3c02881fe3b5"
"M4";"Femenino";"Mam Occidental";"M_020";"1778774012894.m4a";"0a7e4582-be5f-46cb-817c-f823da9ae22b";"uuid:0a7e4582-be5f-46cb-817c-f823da9ae22b"
"M4";"Femenino";"Mam Occidental";"M_021";"1778774038852.m4a";"e8aa8251-d060-485f-90d1-12310f566727";"uuid:e8aa8251-d060-485f-90d1-12310f566727"
"M4";"Femenino";"Mam Occidental";"M_022";"1778774078362.m4a";"67669fdc-e89c-450d-88b7-a18ed68cad46";"uuid:67669fdc-e89c-450d-88b7-a18ed68cad46"
"M4";"Femenino";"Mam Occidental";"M_023";"1778774102161.m4a";"45dc7f19-168f-4cf5-968e-e14d57088198";"uuid:45dc7f19-168f-4cf5-968e-e14d57088198"
"M4";"Femenino";"Mam Occidental";"M_024";"1778774122311.m4a";"e540e442-59b1-485d-a367-0067d40a22ba";"uuid:e540e442-59b1-485d-a367-0067d40a22ba"
"M4";"Femenino";"Mam Occidental";"M_025";"1778774144255.m4a";"fa550c46-60ff-4045-b794-bd3dfec2c004";"uuid:fa550c46-60ff-4045-b794-bd3dfec2c004"
"M4";"Femenino";"Mam Occidental";"M_026";"1778774173013.m4a";"6c1d8461-78fa-4e8d-9d6d-9e1092c528e5";"uuid:6c1d8461-78fa-4e8d-9d6d-9e1092c528e5"
"M4";"Femenino";"Mam Occidental";"M_027";"1778774200307.m4a";"46f922f3-2c4e-42b9-9184-44a4c62b2d8b";"uuid:46f922f3-2c4e-42b9-9184-44a4c62b2d8b"
"M4";"Femenino";"Mam Occidental";"M_028";"1778774226073.m4a";"109db75d-48c8-4a10-abe9-542b78582484";"uuid:109db75d-48c8-4a10-abe9-542b78582484"
"M4";"Femenino";"Mam Occidental";"M_029";"1778774246017.m4a";"0091faee-8b0f-481e-806b-408a800a835e";"uuid:0091faee-8b0f-481e-806b-408a800a835e"
"M4";"Femenino";"Mam Occidental";"M_030";"1778774266569.m4a";"0b70f311-1cc3-47f3-9fa7-542f56d312ba";"uuid:0b70f311-1cc3-47f3-9fa7-542f56d312ba"
"M4";"Femenino";"Mam Occidental";"M_031";"1778774290366.m4a";"3b6bd51d-a778-4fae-a3cc-326b38df9f8c";"uuid:3b6bd51d-a778-4fae-a3cc-326b38df9f8c"
"M4";"Femenino";"Mam Occidental";"M_032";"1778774313763.m4a";"b497e345-2079-4c26-9afb-283b4e3df92b";"uuid:b497e345-2079-4c26-9afb-283b4e3df92b"
"M4";"Femenino";"Mam Occidental";"M_033";"1778774351878.m4a";"4a983c65-cc0f-486a-b4de-e606681eadc6";"uuid:4a983c65-cc0f-486a-b4de-e606681eadc6"
"M4";"Femenino";"Mam Occidental";"M_034";"1778774374497.m4a";"392761aa-a357-410d-88ef-470c3afb4d72";"uuid:392761aa-a357-410d-88ef-470c3afb4d72"
"M4";"Femenino";"Mam Occidental";"M_035";"1778774402703.m4a";"3149483b-7c42-4872-b184-4f6ddb13a9e7";"uuid:3149483b-7c42-4872-b184-4f6ddb13a9e7"
"M4";"Femenino";"Mam Occidental";"M_036";"1778774425629.m4a";"cd21e52e-9af8-4801-995e-7e95aa3baea2";"uuid:cd21e52e-9af8-4801-995e-7e95aa3baea2"
"M4";"Femenino";"Mam Occidental";"M_037";"1778774452783.m4a";"266325b9-c93a-4743-91be-0d9fdd49ffaa";"uuid:266325b9-c93a-4743-91be-0d9fdd49ffaa"
"M4";"Femenino";"Mam Occidental";"M_038";"1778774500758.m4a";"e4ad5e4e-bb03-4bc2-b246-502f449da8d8";"uuid:e4ad5e4e-bb03-4bc2-b246-502f449da8d8"
"M4";"Femenino";"Mam Occidental";"M_039";"1778774540791.m4a";"d4e1b59a-b8ef-4b2a-bc5f-53b6fc6ae923";"uuid:d4e1b59a-b8ef-4b2a-bc5f-53b6fc6ae923"
"M4";"Femenino";"Mam Occidental";"M_040";"1778774622497.m4a";"fbdb12bc-816a-465e-9e4e-7b8aa2f03691";"uuid:fbdb12bc-816a-465e-9e4e-7b8aa2f03691"
"M4";"Femenino";"Mam Occidental";"M_041";"1778774648112.m4a";"4b03e007-a1e2-48c3-bd6d-a2d6cf5ffa01";"uuid:4b03e007-a1e2-48c3-bd6d-a2d6cf5ffa01"
"M4";"Femenino";"Mam Occidental";"M_042";"1778774705155.m4a";"161126d3-d191-41db-99a1-bf0b1b848097";"uuid:161126d3-d191-41db-99a1-bf0b1b848097"
"M4";"Femenino";"Mam Occidental";"M_043";"1778774734125.m4a";"0481602c-2518-44ef-a5e7-16adad0baa1e";"uuid:0481602c-2518-44ef-a5e7-16adad0baa1e"
"M4";"Femenino";"Mam Occidental";"M_044";"1778774768871.m4a";"e2febca4-3ea2-4420-8ba1-10139184cc80";"uuid:e2febca4-3ea2-4420-8ba1-10139184cc80"
"M4";"Femenino";"Mam Occidental";"M_045";"1778774795422.m4a";"0bb95af5-8f92-4fd2-9075-37a9141fab25";"uuid:0bb95af5-8f92-4fd2-9075-37a9141fab25"
"M4";"Femenino";"Mam Occidental";"M_046";"1778774840423.m4a";"e00114d8-ccab-4715-b7a9-0190778007b5";"uuid:e00114d8-ccab-4715-b7a9-0190778007b5"
"M4";"Femenino";"Mam Occidental";"M_047";"1778774883885.m4a";"f968d9db-3d66-40fd-bb9c-17a15b98e46d";"uuid:f968d9db-3d66-40fd-bb9c-17a15b98e46d"
"M4";"Femenino";"Mam Occidental";"M_048";"1778774911013.m4a";"6793adaf-abad-4d1c-837d-bda5ad89298a";"uuid:6793adaf-abad-4d1c-837d-bda5ad89298a"
"M4";"Femenino";"Mam Occidental";"M_049";"1778774934325.m4a";"2a1fe2ae-42ce-45f4-bca1-c26dd3b69583";"uuid:2a1fe2ae-42ce-45f4-bca1-c26dd3b69583"
"M4";"Femenino";"Mam Occidental";"M_050";"1778774955036.m4a";"922871cb-bb3e-449d-b68d-31b894e7e601";"uuid:922871cb-bb3e-449d-b68d-31b894e7e601"
"M5";"Masculino";"Mam Occidental";"M_001";"1778775254726.m4a";"f8d79730-6e01-4434-88cb-c41394ea3481";"uuid:f8d79730-6e01-4434-88cb-c41394ea3481"
"M5";"Masculino";"Mam Occidental";"M_002";"1778775318929.m4a";"aaf69959-0b22-4d2d-9c9b-6a91c813828e";"uuid:aaf69959-0b22-4d2d-9c9b-6a91c813828e"
"M5";"Masculino";"Mam Occidental";"M_003";"1778775338607.m4a";"0569b406-9a49-47aa-bb6e-a510348ce1a7";"uuid:0569b406-9a49-47aa-bb6e-a510348ce1a7"
"M5";"Masculino";"Mam Occidental";"M_004";"1778775382185.m4a";"9542815c-6e1d-4b98-9981-dce367ff1cf4";"uuid:e47158d7-c936-4a95-86c6-967e1b16d64a"
"M5";"Masculino";"Mam Occidental";"M_005";"1778775405487.m4a";"dbd2d15a-7445-43ba-b8d3-9e8fb47ac9fd";"uuid:dbd2d15a-7445-43ba-b8d3-9e8fb47ac9fd"
"M5";"Masculino";"Mam Occidental";"M_006";"1778775433173.m4a";"2d519cdd-c846-4b0d-aeb1-816306accc9c";"uuid:2d519cdd-c846-4b0d-aeb1-816306accc9c"
"M5";"Masculino";"Mam Occidental";"M_007";"1778775454632.m4a";"36afef12-8451-4ac3-8efd-354cd724a787";"uuid:36afef12-8451-4ac3-8efd-354cd724a787"
"M5";"Masculino";"Mam Occidental";"M_008";"1778775478675.m4a";"0431f475-f602-4db5-ab2a-fdd2c75074a6";"uuid:0431f475-f602-4db5-ab2a-fdd2c75074a6"
"M5";"Masculino";"Mam Occidental";"M_009";"1778775502291.m4a";"188abff3-e6ee-4b0e-89f9-3c39e2c0c8e8";"uuid:188abff3-e6ee-4b0e-89f9-3c39e2c0c8e8"
"M5";"Masculino";"Mam Occidental";"M_010";"1778775528688.m4a";"b4ede7e0-4843-4268-b9aa-12e1869a3052";"uuid:b4ede7e0-4843-4268-b9aa-12e1869a3052"
"M5";"Masculino";"Mam Occidental";"M_011";"1778775572981.m4a";"7727a23e-c755-4929-96ec-55632ba3ec9c";"uuid:7727a23e-c755-4929-96ec-55632ba3ec9c"
"M5";"Masculino";"Mam Occidental";"M_012";"1778775594129.m4a";"2da506c1-5d92-4414-8edd-fbeb2579df94";"uuid:2da506c1-5d92-4414-8edd-fbeb2579df94"
"M5";"Masculino";"Mam Occidental";"M_013";"1778775639054.m4a";"6f511d79-db20-4890-9991-f3b7ddb4f8c7";"uuid:6f511d79-db20-4890-9991-f3b7ddb4f8c7"
"M5";"Masculino";"Mam Occidental";"M_014";"1778775658155.m4a";"0243fe7b-7857-4d74-a94b-6cbded320c46";"uuid:0243fe7b-7857-4d74-a94b-6cbded320c46"
"M5";"Masculino";"Mam Occidental";"M_015";"1778775690181.m4a";"0ce2bb04-2d97-4f94-bfae-d7775aee944e";"uuid:0ce2bb04-2d97-4f94-bfae-d7775aee944e"
"M5";"Masculino";"Mam Occidental";"M_016";"1778775717231.m4a";"ff28de5f-dec9-4a46-aeeb-3f7a63576453";"uuid:ff28de5f-dec9-4a46-aeeb-3f7a63576453"
"M5";"Masculino";"Mam Occidental";"M_017";"1778775744277.m4a";"a77a30bb-34ad-47d0-a99e-a647ca1b4639";"uuid:a77a30bb-34ad-47d0-a99e-a647ca1b4639"
"M5";"Masculino";"Mam Occidental";"M_018";"1778775768959.m4a";"7d77383d-e3fb-44eb-9858-fbf3af01f0f0";"uuid:7d77383d-e3fb-44eb-9858-fbf3af01f0f0"
"M5";"Masculino";"Mam Occidental";"M_019";"1778775791494.m4a";"03a1405b-f1d7-418c-a7fc-4f006ab43d1e";"uuid:03a1405b-f1d7-418c-a7fc-4f006ab43d1e"
"M5";"Masculino";"Mam Occidental";"M_020";"1778775813462.m4a";"cb69d544-bbb1-4569-b115-436ab07f39c9";"uuid:cb69d544-bbb1-4569-b115-436ab07f39c9"
"M5";"Masculino";"Mam Occidental";"M_021";"1778775851066.m4a";"610729d6-3dcf-4680-882e-91e47aeddd41";"uuid:610729d6-3dcf-4680-882e-91e47aeddd41"
"M5";"Masculino";"Mam Occidental";"M_022";"1778775875040.m4a";"a59c156e-4be0-4b92-a890-09a9337c03c2";"uuid:a59c156e-4be0-4b92-a890-09a9337c03c2"
"M5";"Masculino";"Mam Occidental";"M_023";"1778775899189.m4a";"30c32645-7326-4ac7-9d2d-e52eb7e9fe75";"uuid:30c32645-7326-4ac7-9d2d-e52eb7e9fe75"
"M5";"Masculino";"Mam Occidental";"M_024";"1778775921738.m4a";"bdc47159-caed-4848-a6ad-f8c885c24ad6";"uuid:bdc47159-caed-4848-a6ad-f8c885c24ad6"
"M5";"Masculino";"Mam Occidental";"M_025";"1778775942285.m4a";"ad16eab3-10fb-4168-b4ff-4086b9fe5158";"uuid:ad16eab3-10fb-4168-b4ff-4086b9fe5158"
"M5";"Masculino";"Mam Occidental";"M_026";"1778775961656.m4a";"374c75c4-9f8d-47e2-abb3-b04067f88e6d";"uuid:374c75c4-9f8d-47e2-abb3-b04067f88e6d"
"M5";"Masculino";"Mam Occidental";"M_027";"1778775983359.m4a";"e8df9814-178c-42fb-9f82-77fb7ffe05aa";"uuid:e8df9814-178c-42fb-9f82-77fb7ffe05aa"
"M5";"Masculino";"Mam Occidental";"M_028";"1778776006296.m4a";"bbb8d290-4822-47e2-bdb8-0b2804c97bca";"uuid:bbb8d290-4822-47e2-bdb8-0b2804c97bca"
"M5";"Masculino";"Mam Occidental";"M_029";"1778776025495.m4a";"0351b881-a9f9-4435-98e5-0c7c7ea39c5d";"uuid:0351b881-a9f9-4435-98e5-0c7c7ea39c5d"
"M5";"Masculino";"Mam Occidental";"M_030";"1778776056243.m4a";"992470cf-e680-4504-a510-9609abe611de";"uuid:992470cf-e680-4504-a510-9609abe611de"
"M5";"Masculino";"Mam Occidental";"M_031";"1778776075338.m4a";"8dbdcb89-c875-4d44-bf81-3c1954331142";"uuid:8dbdcb89-c875-4d44-bf81-3c1954331142"
"M5";"Masculino";"Mam Occidental";"M_032";"1778776095070.m4a";"79726630-fc87-4405-9d29-3a84ab41e31d";"uuid:79726630-fc87-4405-9d29-3a84ab41e31d"
"M5";"Masculino";"Mam Occidental";"M_033";"1778776120126.m4a";"28b1a640-6a4d-4ac4-9596-4aff8f7c4024";"uuid:28b1a640-6a4d-4ac4-9596-4aff8f7c4024"
"M5";"Masculino";"Mam Occidental";"M_034";"1778776141813.m4a";"c05b679d-4969-4269-acc4-6180c85e1801";"uuid:c05b679d-4969-4269-acc4-6180c85e1801"
"M5";"Masculino";"Mam Occidental";"M_035";"1778776166006.m4a";"7ef9da1e-ab0c-4eca-9d99-daa1271070a4";"uuid:7ef9da1e-ab0c-4eca-9d99-daa1271070a4"
"M5";"Masculino";"Mam Occidental";"M_036";"1778776187568.m4a";"38e18a8e-0249-46f1-a624-f5177c2c56ad";"uuid:38e18a8e-0249-46f1-a624-f5177c2c56ad"
"M5";"Masculino";"Mam Occidental";"M_037";"1778776212618.m4a";"d50610cb-6a9d-45cb-8cc8-f133adf0a39c";"uuid:d50610cb-6a9d-45cb-8cc8-f133adf0a39c"
"M5";"Masculino";"Mam Occidental";"M_038";"1778776242505.m4a";"330f6f6f-f153-4223-9383-a5b61a1c972e";"uuid:330f6f6f-f153-4223-9383-a5b61a1c972e"
"M5";"Masculino";"Mam Occidental";"M_039";"1778776263808.m4a";"5b9fafff-666d-468c-98c7-a74c83e5968d";"uuid:5b9fafff-666d-468c-98c7-a74c83e5968d"
"M5";"Masculino";"Mam Occidental";"M_040";"1778776368867.m4a";"187b60b9-2945-40c5-9bc4-69e4f41e63d1";"uuid:187b60b9-2945-40c5-9bc4-69e4f41e63d1"
"M5";"Masculino";"Mam Occidental";"M_041";"1778776391793.m4a";"562b836b-1e49-4f80-a59b-f51dc3c82ac3";"uuid:562b836b-1e49-4f80-a59b-f51dc3c82ac3"
"M5";"Masculino";"Mam Occidental";"M_042";"1778776417713.m4a";"4ee11724-de53-4d4c-b16d-051b1f69fb43";"uuid:4ee11724-de53-4d4c-b16d-051b1f69fb43"
"M5";"Masculino";"Mam Occidental";"M_043";"1778776441377.m4a";"b3639d30-b6d7-4d29-bed4-a3ff713675a4";"uuid:b3639d30-b6d7-4d29-bed4-a3ff713675a4"
"M5";"Masculino";"Mam Occidental";"M_044";"1778776464807.m4a";"438422c9-acc9-46b4-bb97-474b095e330e";"uuid:438422c9-acc9-46b4-bb97-474b095e330e"
"M5";"Masculino";"Mam Occidental";"M_045";"1778776485055.m4a";"08422ddc-62a0-46f2-abfa-3dfb69c31c73";"uuid:08422ddc-62a0-46f2-abfa-3dfb69c31c73"
"M5";"Masculino";"Mam Occidental";"M_046";"1778776507551.m4a";"52c9efa3-ebc7-436f-9e35-12c5ff855bae";"uuid:52c9efa3-ebc7-436f-9e35-12c5ff855bae"
"M5";"Masculino";"Mam Occidental";"M_047";"1778776532131.m4a";"91226af8-420e-4535-a4ba-0787e5d5f9e8";"uuid:91226af8-420e-4535-a4ba-0787e5d5f9e8"
"M5";"Masculino";"Mam Occidental";"M_048";"1778776555380.m4a";"8d73eecd-426d-41cf-985a-aed7adf08eca";"uuid:8d73eecd-426d-41cf-985a-aed7adf08eca"
"M5";"Masculino";"Mam Occidental";"M_049";"1778776577650.m4a";"47a842a1-d043-46e2-9a0e-98f03bf593bb";"uuid:47a842a1-d043-46e2-9a0e-98f03bf593bb"
"M5";"Masculino";"Mam Occidental";"M_050";"1778776597797.m4a";"76f73c9d-d507-4009-b4e5-f77112e11187";"uuid:76f73c9d-d507-4009-b4e5-f77112e11187"
"M6";"Femenino";"Mam Occidental";"M_001";"1778776768165.m4a";"c9819b68-5814-408c-899d-450b5c73b021";"uuid:c9819b68-5814-408c-899d-450b5c73b021"
"M6";"Femenino";"Mam Occidental";"M_002";"1778776795027.m4a";"08153706-87bd-49f2-a2d3-aa93ceefa1be";"uuid:08153706-87bd-49f2-a2d3-aa93ceefa1be"
"M6";"Femenino";"Mam Occidental";"M_003";"1778776853532.m4a";"ebfd07c2-53f5-4bbc-90db-be01b2d56584";"uuid:ebfd07c2-53f5-4bbc-90db-be01b2d56584"
"M6";"Femenino";"Mam Occidental";"M_004";"1778776875096.m4a";"50eab842-d33a-4595-8ab9-bef4ccfe97ea";"uuid:50eab842-d33a-4595-8ab9-bef4ccfe97ea"
"M6";"Femenino";"Mam Occidental";"M_006";"1778776908101.m4a";"5413f07e-606d-48ef-a5ec-0a29cd446c01";"uuid:5413f07e-606d-48ef-a5ec-0a29cd446c01"
"M6";"Femenino";"Mam Occidental";"M_005";"1778776928557.m4a";"6ced1158-ffca-4dd7-98b8-14332b0cd6b6";"uuid:2c1d547b-0b8f-4cd6-bd20-6e0a4e4765b7"
"M6";"Femenino";"Mam Occidental";"M_007";"1778776956356.m4a";"ce728d61-33d9-4858-bdcd-877a5ab94daf";"uuid:ce728d61-33d9-4858-bdcd-877a5ab94daf"
"M6";"Femenino";"Mam Occidental";"M_008";"1778776977575.m4a";"88b0614e-51ac-4dca-be4b-180fec58ab01";"uuid:88b0614e-51ac-4dca-be4b-180fec58ab01"
"M6";"Femenino";"Mam Occidental";"M_009";"1778776997041.m4a";"e61c0f78-cafd-40b3-a0d5-69112de4952b";"uuid:e61c0f78-cafd-40b3-a0d5-69112de4952b"
"M6";"Femenino";"Mam Occidental";"M_010";"1778777024524.m4a";"b6e7c45b-294b-4da8-b930-5d576cf0838d";"uuid:b6e7c45b-294b-4da8-b930-5d576cf0838d"
"M6";"Femenino";"Mam Occidental";"M_011";"1778777047475.m4a";"640f9c1e-15be-4b7f-969e-e725fbd0d18d";"uuid:640f9c1e-15be-4b7f-969e-e725fbd0d18d"
"M6";"Femenino";"Mam Occidental";"M_012";"1778777071464.m4a";"1a69ef2c-bea5-43c8-9812-b3a325af71cb";"uuid:1a69ef2c-bea5-43c8-9812-b3a325af71cb"
"M6";"Femenino";"Mam Occidental";"M_013";"1778777118111.m4a";"d5990274-c53f-4bf1-bd6b-274eda28be6a";"uuid:d5990274-c53f-4bf1-bd6b-274eda28be6a"
"M6";"Femenino";"Mam Occidental";"M_014";"1778777153422.m4a";"e6ad3fc8-4461-45be-8aa8-73ac5ec57a26";"uuid:e6ad3fc8-4461-45be-8aa8-73ac5ec57a26"
"M6";"Femenino";"Mam Occidental";"M_015";"1778777176237.m4a";"32afda76-192d-4afc-a793-5c850acc14f3";"uuid:32afda76-192d-4afc-a793-5c850acc14f3"
"M6";"Femenino";"Mam Occidental";"M_016";"1778777198042.m4a";"1bd3a5f7-075e-4834-b425-2d7c5738ae52";"uuid:1bd3a5f7-075e-4834-b425-2d7c5738ae52"
"M6";"Femenino";"Mam Occidental";"M_017";"1778777230526.m4a";"025fab0a-727d-43d5-b7c0-9535f74fc968";"uuid:025fab0a-727d-43d5-b7c0-9535f74fc968"
"M6";"Femenino";"Mam Occidental";"M_018";"1778777256124.m4a";"57608dab-8cb5-4829-a09c-b539a0f1a630";"uuid:57608dab-8cb5-4829-a09c-b539a0f1a630"
"M6";"Femenino";"Mam Occidental";"M_019";"1778777283696.m4a";"670c6fd7-c028-429c-9873-786facc45b69";"uuid:670c6fd7-c028-429c-9873-786facc45b69"
"M6";"Femenino";"Mam Occidental";"M_020";"1778777304204.m4a";"282ceb52-47ec-46e6-8928-e3395ca9f40d";"uuid:282ceb52-47ec-46e6-8928-e3395ca9f40d"
"M6";"Femenino";"Mam Occidental";"M_021";"1778777340520.m4a";"8219e241-454e-4f0f-8f01-9d391088291d";"uuid:8219e241-454e-4f0f-8f01-9d391088291d"
"M6";"Femenino";"Mam Occidental";"M_022";"1778777366229.m4a";"39e5e12d-beeb-4601-baf3-5e7b7ea09711";"uuid:39e5e12d-beeb-4601-baf3-5e7b7ea09711"
"M6";"Femenino";"Mam Occidental";"M_023";"1778777387421.m4a";"8cae778c-d82b-426a-9561-770732236a63";"uuid:8cae778c-d82b-426a-9561-770732236a63"
"M6";"Femenino";"Mam Occidental";"M_024";"1778777413182.m4a";"4fa69b52-8c76-4065-bfa0-e26da018d5d5";"uuid:4fa69b52-8c76-4065-bfa0-e26da018d5d5"
"M6";"Femenino";"Mam Occidental";"M_025";"1778777439132.m4a";"04818959-59d5-462c-8117-53f3541ec1b6";"uuid:04818959-59d5-462c-8117-53f3541ec1b6"
"M6";"Femenino";"Mam Occidental";"M_026";"1778777463003.m4a";"7f88ab2f-7a51-46c1-9434-391ceabe70f2";"uuid:7f88ab2f-7a51-46c1-9434-391ceabe70f2"
"M6";"Femenino";"Mam Occidental";"M_027";"1778777484079.m4a";"90bf4633-2c15-4811-9418-13e88aa1ec5d";"uuid:90bf4633-2c15-4811-9418-13e88aa1ec5d"
"M6";"Femenino";"Mam Occidental";"M_028";"1778777519929.m4a";"c4544ff5-fac9-4760-a46e-7eb3b4d63d84";"uuid:c4544ff5-fac9-4760-a46e-7eb3b4d63d84"
"M6";"Femenino";"Mam Occidental";"M_029";"1778777542731.m4a";"2c19acd8-efae-4f2e-93da-35ffa91eaea9";"uuid:2c19acd8-efae-4f2e-93da-35ffa91eaea9"
"M6";"Femenino";"Mam Occidental";"M_030";"1778777564204.m4a";"336195d2-8b95-42cb-bb92-f68ff3e43673";"uuid:336195d2-8b95-42cb-bb92-f68ff3e43673"
"M6";"Femenino";"Mam Occidental";"M_031";"1778777585903.m4a";"81bbe2f4-dbc5-4395-9314-d5188ef1ad94";"uuid:81bbe2f4-dbc5-4395-9314-d5188ef1ad94"
"M6";"Femenino";"Mam Occidental";"M_032";"1778777606321.m4a";"cfbc6ac5-6427-4324-b080-997b25f73ef9";"uuid:cfbc6ac5-6427-4324-b080-997b25f73ef9"
"M6";"Femenino";"Mam Occidental";"M_033";"1778777634825.m4a";"e53a3bc6-d75c-4df1-8e45-51b91b42adcd";"uuid:e53a3bc6-d75c-4df1-8e45-51b91b42adcd"
"M6";"Femenino";"Mam Occidental";"M_034";"1778777655114.m4a";"d03a54b6-a528-45a9-83ea-2224b8d134df";"uuid:d03a54b6-a528-45a9-83ea-2224b8d134df"
"M6";"Femenino";"Mam Occidental";"M_035";"1778777679026.m4a";"dfd2f47d-1e2e-4fbe-beec-1f8c9c2beca9";"uuid:dfd2f47d-1e2e-4fbe-beec-1f8c9c2beca9"
"M6";"Femenino";"Mam Occidental";"M_036";"1778777704153.m4a";"62ee3c25-6469-40ca-aff7-c31deea37be6";"uuid:62ee3c25-6469-40ca-aff7-c31deea37be6"
"M6";"Femenino";"Mam Occidental";"M_037";"1778777740020.m4a";"92d2eaae-e735-4cc4-ae0f-72d8350fba76";"uuid:92d2eaae-e735-4cc4-ae0f-72d8350fba76"
