file_name,transcription,speaker_id,dialect_variant,gender
1778779180801.wav,jwe' xjaw qaq q'ij wuq b'e,M7,Mam_Occidental,M
1778779201617.wav,wajxaq b'elaj laj junk'al,M7,Mam_Occidental,M
1778779224063.wav,nchi'j q'ij neq'chil toj tnam,M7,Mam_Occidental,M
1778779243126.wav,xjan q'ij nim q'ij te b'a'n,M7,Mam_Occidental,M
1778779262852.wav,b'etil toj nim b'e rinil kub',M7,Mam_Occidental,M
1778779283137.wav,tz'ib'il tu'n u'jil tu'n b'a'n,M7,Mam_Occidental,M
1778779310791.wav,k'lol txolb'il nimil tu'n,M7,Mam_Occidental,M
1778779332282.wav,niky'il yol tu'n ichin nim,M7,Mam_Occidental,M
1778779352021.wav,tze'l b'ixil b'itzi toj q'ij,M7,Mam_Occidental,M
1778779382875.wav,ky'aq xjal k'ixb'len yib'aj,M7,Mam_Occidental,M
1778779404210.wav,k'oj b'a'n toj twitz ichin,M7,Mam_Occidental,M
1778779428268.wav,t'uj b'a'n tu'n xob'sil ma',M7,Mam_Occidental,M
1778779451585.wav,ky'il ku'j k'asil b'a'n,M7,Mam_Occidental,M
1778779476246.wav,q'ij mam nim q'ij te ky'iwl,M7,Mam_Occidental,M
1778779498431.wav,nimb'il mam toj tnam b'a'n yol,M7,Mam_Occidental,M
1778779517905.wav,txin b'ixil q'ij toj kyaq'al,M7,Mam_Occidental,M
1778779543055.wav,q'aq' b'a'n toj ky'iwl te te',M7,Mam_Occidental,M
1778779566461.wav,tz'ib'il mam yol tx'amsil tu'n,M7,Mam_Occidental,M
1778779586892.wav,chjonte tu'n yol mam b'a'n tib',M7,Mam_Occidental,M
1778779605898.wav,b'a'nkyulena toj yol mam chinej,M7,Mam_Occidental,M
1778794245227.wav,b'a'nkyulena b'a'ntz q'ij,M8,Mam_Occidental,M
1778794290413.wav,chin q'olb'ene ja'tzunte,M8,Mam_Occidental,M
1778794319126.wav,b'a'n chjonte toj twitz,M8,Mam_Occidental,M
1778794341004.wav,qa'lte ti' b'a'n te tib'a,M8,Mam_Occidental,M
1778794370448.wav,ta'lte qina,M8,Mam_Occidental,M
1778794405076.wav,chinej toj b'e b'a'n q'ij teya,M8,Mam_Occidental,M
1778794436660.wav,chman nim ttnam ichin b'a'n,M8,Mam_Occidental,M
1778794471620.wav,txin kyq'ij toj ja b'ixil tu'n,M8,Mam_Occidental,M
1778794491834.wav,nex txin wa'l toj ja tchman,M8,Mam_Occidental,M
1778794525147.wav,xjal nimq'ij toj tnam ky'iwl,M8,Mam_Occidental,M
1778794562024.wav,nim twitz nim tb'e toj tz'aq,M8,Mam_Occidental,M
1778794584548.wav,q'ij q'aq' toj kyaq'al te' tx'otx',M8,Mam_Occidental,M
1778794614123.wav,ja nim tze'l toj ttxol xjaw,M8,Mam_Occidental,M
1778794637769.wav,q'aq' q'an kub' toj q'ij,M8,Mam_Occidental,M
1778794659706.wav,ẍe te' nim ja txolil tu'n,M8,Mam_Occidental,M
1778794683066.wav,ch'ix b'ey toj txaq te',M8,Mam_Occidental,M
1778794704794.wav,o'x yol toj xjaw nim jil,M8,Mam_Occidental,M
1778794742172.wav,wa'l toj ja atz'am yol tb'aq,M8,Mam_Occidental,M
1778794765415.wav,ko'ya nim b'a'n toj wa',M8,Mam_Occidental,M
1778794784348.wav,tz'ib'il yol q'ij toj u'j,M8,Mam_Occidental,M
1778794824618.wav,k'a'chil wa' jun ichin nim,M8,Mam_Occidental,M
1778794872653.wav,b'ixi tze'l wa'l rinil toj q'ij,M8,Mam_Occidental,M
1778794896203.wav,tnam nim pujb'il yol mam tz'ib'il,M8,Mam_Occidental,M
1778794917078.wav,xnaq'tzb'il toj tnam b'a'n tu'n,M8,Mam_Occidental,M
1778794939064.wav,kawb'il maya yol nim b'a'n,M8,Mam_Occidental,M
1778794960963.wav,k'ayil toj k'ayb'il xjal b'a'n,M8,Mam_Occidental,M
1778794985711.wav,nejnel te tnam nimb'il tu'n,M8,Mam_Occidental,M
1778795008571.wav,xnaq'tzen tu'n xjal xnaq'tzan,M8,Mam_Occidental,M
1778795028725.wav,txolb'il b'e toj nim tnam,M8,Mam_Occidental,M
1778795054957.wav,jun q'ij kab'e q'ij oxe q'ij,M8,Mam_Occidental,M
1778795076268.wav,jwe' xjaw qaq q'ij wuq b'e,M8,Mam_Occidental,M
1778795101666.wav,wajxaq b'elaj laj junk'al,M8,Mam_Occidental,M
1778795123223.wav,nchi'j q'ij neq'chil toj tnam,M8,Mam_Occidental,M
1778795144869.wav,xjan q'ij nim q'ij te b'a'n,M8,Mam_Occidental,M
1778795167517.wav,b'etil toj nim b'e rinil kub',M8,Mam_Occidental,M
1778795190770.wav,tz'ib'il tu'n u'jil tu'n b'a'n,M8,Mam_Occidental,M
1778795215767.wav,k'lol txolb'il nimil tu'n,M8,Mam_Occidental,M
1778795246115.wav,niky'il yol tu'n ichin nim,M8,Mam_Occidental,M
1778795269539.wav,tze'l b'ixil b'itzi toj q'ij,M8,Mam_Occidental,M
1778795306603.wav,ky'aq xjal k'ixb'len yib'aj,M8,Mam_Occidental,M
1778795331937.wav,k'oj b'a'n toj twitz ichin,M8,Mam_Occidental,M
1778795363456.wav,t'uj b'a'n tu'n xob'sil ma',M8,Mam_Occidental,M
1778795387616.wav,ky'il ku'j k'asil b'a'n,M8,Mam_Occidental,M
1778795414401.wav,q'ij mam nim q'ij te ky'iwl,M8,Mam_Occidental,M
1778795439985.wav,nimb'il mam toj tnam b'a'n yol,M8,Mam_Occidental,M
1778795526871.wav,txin b'ixil q'ij toj kyaq'al,M8,Mam_Occidental,M
1778795559290.wav,q'aq' b'a'n toj ky'iwl te te',M8,Mam_Occidental,M
1778795597271.wav,tz'ib'il mam yol tx'amsil tu'n,M8,Mam_Occidental,M
1778795619500.wav,chjonte tu'n yol mam b'a'n tib',M8,Mam_Occidental,M
1778795642241.wav,b'a'nkyulena toj yol mam chinej,M8,Mam_Occidental,M
1778976493437.wav,b'a'nkyulena b'a'ntz q'ij,X1,Mam_Occidental,M
1778976529003.wav,chin q'olb'ene ja'tzunte,X1,Mam_Occidental,M
1778976553619.wav,b'a'n chjonte toj twitz,X1,Mam_Occidental,M
1778976614054.wav,qa'lte ti' b'a'n te tib'a,X1,Mam_Occidental,M
1778976630756.wav,ta'lte qina,X1,Mam_Occidental,M
1778976652018.wav,chinej toj b'e b'a'n q'ij teya,X1,Mam_Occidental,M
1778976674920.wav,chman nim ttnam ichin b'a'n,X1,Mam_Occidental,M
1778976698951.wav,txin kyq'ij toj ja b'ixil tu'n,X1,Mam_Occidental,M
1778976718612.wav,nex txin wa'l toj ja tchman,X1,Mam_Occidental,M
1778976777856.wav,xjal nimq'ij toj tnam ky'iwl,X1,Mam_Occidental,M
1778976823076.wav,nim twitz nim tb'e toj tz'aq,X1,Mam_Occidental,M
1778976856503.wav,q'ij q'aq' toj kyaq'al te' tx'otx',X1,Mam_Occidental,M
1778976887941.wav,ja nim tze'l toj ttxol xjaw,X1,Mam_Occidental,M
1778976913046.wav,q'aq' q'an kub' toj q'ij,X1,Mam_Occidental,M
1778976942763.wav,ẍe te' nim ja txolil tu'n,X1,Mam_Occidental,M
1778977046582.wav,ch'ix b'ey toj txaq te',X1,Mam_Occidental,M
1778977080247.wav,o'x yol toj xjaw nim jil,X1,Mam_Occidental,M
1778977149482.wav,wa'l toj ja atz'am yol tb'aq,X1,Mam_Occidental,M
1778977180692.wav,ko'ya nim b'a'n toj wa',X1,Mam_Occidental,M
1778977205337.wav,tz'ib'il yol q'ij toj u'j,X1,Mam_Occidental,M
1778977238686.wav,k'a'chil wa' jun ichin nim,X1,Mam_Occidental,M
1778977274613.wav,b'ixi tze'l wa'l rinil toj q'ij,X1,Mam_Occidental,M
1778977301969.wav,tnam nim pujb'il yol mam tz'ib'il,X1,Mam_Occidental,M
1778977333395.wav,xnaq'tzb'il toj tnam b'a'n tu'n,X1,Mam_Occidental,M
1778977359905.wav,kawb'il maya yol nim b'a'n,X1,Mam_Occidental,M
1778977410755.wav,k'ayil toj k'ayb'il xjal b'a'n,X1,Mam_Occidental,M
1778977501683.wav,nejnel te tnam nimb'il tu'n,X1,Mam_Occidental,M
1778977534757.wav,xnaq'tzen tu'n xjal xnaq'tzan,X1,Mam_Occidental,M
1778977575080.wav,txolb'il b'e toj nim tnam,X1,Mam_Occidental,M
1778977601628.wav,jun q'ij kab'e q'ij oxe q'ij,X1,Mam_Occidental,M
1778977628627.wav,jwe' xjaw qaq q'ij wuq b'e,X1,Mam_Occidental,M
1778977658035.wav,wajxaq b'elaj laj junk'al,X1,Mam_Occidental,M
1778977703681.wav,nchi'j q'ij neq'chil toj tnam,X1,Mam_Occidental,M
1778977731363.wav,xjan q'ij nim q'ij te b'a'n,X1,Mam_Occidental,M
1778977755234.wav,b'etil toj nim b'e rinil kub',X1,Mam_Occidental,M
1778977784161.wav,tz'ib'il tu'n u'jil tu'n b'a'n,X1,Mam_Occidental,M
1778977815403.wav,k'lol txolb'il nimil tu'n,X1,Mam_Occidental,M
1778977848054.wav,niky'il yol tu'n ichin nim,X1,Mam_Occidental,M
1778977876489.wav,tze'l b'ixil b'itzi toj q'ij,X1,Mam_Occidental,M
1778977952813.wav,ky'aq xjal k'ixb'len yib'aj,X1,Mam_Occidental,M
1778978006202.wav,k'oj b'a'n toj twitz ichin,X1,Mam_Occidental,M
1778978042602.wav,t'uj b'a'n tu'n xob'sil ma',X1,Mam_Occidental,M
1778978103368.wav,ky'il ku'j k'asil b'a'n,X1,Mam_Occidental,M
1778978137647.wav,q'ij mam nim q'ij te ky'iwl,X1,Mam_Occidental,M
1778978193222.wav,nimb'il mam toj tnam b'a'n yol,X1,Mam_Occidental,M
1778978312971.wav,txin b'ixil q'ij toj kyaq'al,X1,Mam_Occidental,M
1778978363630.wav,q'aq' b'a'n toj ky'iwl te te',X1,Mam_Occidental,M
1778978405182.wav,tz'ib'il mam yol tx'amsil tu'n,X1,Mam_Occidental,M
1778978438852.wav,chjonte tu'n yol mam b'a'n tib',X1,Mam_Occidental,M
1778978469447.wav,b'a'nkyulena toj yol mam chinej,X1,Mam_Occidental,M
1778978639143.wav,b'a'nkyulena b'a'ntz q'ij,Y1,Mam_Occidental,F
1778978668751.wav,chin q'olb'ene ja'tzunte,Y1,Mam_Occidental,F
1778978693814.wav,b'a'n chjonte toj twitz,Y1,Mam_Occidental,F
1778978719636.wav,qa'lte ti' b'a'n te tib'a,Y1,Mam_Occidental,F
1778978738995.wav,ta'lte qina,Y1,Mam_Occidental,F
1778978773767.wav,chinej toj b'e b'a'n q'ij teya,Y1,Mam_Occidental,F
1778978800422.wav,chman nim ttnam ichin b'a'n,Y1,Mam_Occidental,F
1778978823578.wav,txin kyq'ij toj ja b'ixil tu'n,Y1,Mam_Occidental,F
1778978865072.wav,nex txin wa'l toj ja tchman,Y1,Mam_Occidental,F
1778978895731.wav,xjal nimq'ij toj tnam ky'iwl,Y1,Mam_Occidental,F
1778978950494.wav,nim twitz nim tb'e toj tz'aq,Y1,Mam_Occidental,F
1778978989381.wav,q'ij q'aq' toj kyaq'al te' tx'otx',Y1,Mam_Occidental,F
1778979020247.wav,ja nim tze'l toj ttxol xjaw,Y1,Mam_Occidental,F
1778979045581.wav,q'aq' q'an kub' toj q'ij,Y1,Mam_Occidental,F
1778979157108.wav,ẍe te' nim ja txolil tu'n,Y1,Mam_Occidental,F
1778979210859.wav,ch'ix b'ey toj txaq te',Y1,Mam_Occidental,F
1778979383387.wav,o'x yol toj xjaw nim jil,Y1,Mam_Occidental,F
1778979412996.wav,wa'l toj ja atz'am yol tb'aq,Y1,Mam_Occidental,F
1778979444437.wav,ko'ya nim b'a'n toj wa',Y1,Mam_Occidental,F
1778979473202.wav,tz'ib'il yol q'ij toj u'j,Y1,Mam_Occidental,F
1778979498876.wav,k'a'chil wa' jun ichin nim,Y1,Mam_Occidental,F
1778979536298.wav,b'ixi tze'l wa'l rinil toj q'ij,Y1,Mam_Occidental,F
1778979561483.wav,tnam nim pujb'il yol mam tz'ib'il,Y1,Mam_Occidental,F
1778979588478.wav,xnaq'tzb'il toj tnam b'a'n tu'n,Y1,Mam_Occidental,F
1778979613006.wav,kawb'il maya yol nim b'a'n,Y1,Mam_Occidental,F
1778979637659.wav,k'ayil toj k'ayb'il xjal b'a'n,Y1,Mam_Occidental,F
1778979668274.wav,nejnel te tnam nimb'il tu'n,Y1,Mam_Occidental,F
1778979691183.wav,xnaq'tzen tu'n xjal xnaq'tzan,Y1,Mam_Occidental,F
1778979711601.wav,txolb'il b'e toj nim tnam,Y1,Mam_Occidental,F
1778979732303.wav,jun q'ij kab'e q'ij oxe q'ij,Y1,Mam_Occidental,F
1778979754419.wav,jwe' xjaw qaq q'ij wuq b'e,Y1,Mam_Occidental,F
1778979776723.wav,wajxaq b'elaj laj junk'al,Y1,Mam_Occidental,F
1778979801324.wav,nchi'j q'ij neq'chil toj tnam,Y1,Mam_Occidental,F
1778979825975.wav,xjan q'ij nim q'ij te b'a'n,Y1,Mam_Occidental,F
1778979851256.wav,b'etil toj nim b'e rinil kub',Y1,Mam_Occidental,F
1778979873580.wav,tz'ib'il tu'n u'jil tu'n b'a'n,Y1,Mam_Occidental,F
1778979941664.wav,k'lol txolb'il nimil tu'n,Y1,Mam_Occidental,F
1778979965362.wav,niky'il yol tu'n ichin nim,Y1,Mam_Occidental,F
1778979996569.wav,tze'l b'ixil b'itzi toj q'ij,Y1,Mam_Occidental,F
1778980031540.wav,ky'aq xjal k'ixb'len yib'aj,Y1,Mam_Occidental,F
1778980056741.wav,k'oj b'a'n toj twitz ichin,Y1,Mam_Occidental,F
1778980098513.wav,t'uj b'a'n tu'n xob'sil ma',Y1,Mam_Occidental,F
1778980127781.wav,ky'il ku'j k'asil b'a'n,Y1,Mam_Occidental,F
1778980155547.wav,q'ij mam nim q'ij te ky'iwl,Y1,Mam_Occidental,F
1778980186288.wav,nimb'il mam toj tnam b'a'n yol,Y1,Mam_Occidental,F
1778980211761.wav,txin b'ixil q'ij toj kyaq'al,Y1,Mam_Occidental,F
1778980237960.wav,q'aq' b'a'n toj ky'iwl te te',Y1,Mam_Occidental,F
1778980263381.wav,tz'ib'il mam yol tx'amsil tu'n,Y1,Mam_Occidental,F
1778980284267.wav,chjonte tu'n yol mam b'a'n tib',Y1,Mam_Occidental,F
1778980308424.wav,b'a'nkyulena toj yol mam chinej,Y1,Mam_Occidental,F
